name,state,code,value,lat,id
Dade County,GA,16264,1170000,71.94,USA.GA.Dade County
Dawson County,GA,23311,1020000,43.75,USA.GA.Dawson County
Decatur County,GA,27174,1900000,69.92,USA.GA.Decatur County
DeKalb County,GA,734871,43110000,58.66,USA.GA.DeKalb County
Dodge County,GA,20881,750000,35.92,USA.GA.Dodge County
Dooly County,GA,14035,740000,52.73,USA.GA.Dooly County
Dougherty County,GA,91332,6210000,67.99,USA.GA.Dougherty County
Douglas County,GA,140733,6520000,46.33,USA.GA.Douglas County
Early County,GA,10575,760000,71.87,USA.GA.Early County
Echols County,GA,4040,50000,12.38,USA.GA.Echols County
Effingham County,GA,57106,3690000,64.62,USA.GA.Effingham County
Elbert County,GA,19364,680000,35.12,USA.GA.Elbert County
Emanuel County,GA,22708,1070000,47.12,USA.GA.Emanuel County
Evans County,GA,10787,370000,34.3,USA.GA.Evans County
Fannin County,GA,24303,990000,40.74,USA.GA.Fannin County
Fayette County,GA,110714,7000000,63.23,USA.GA.Fayette County
Floyd County,GA,96503,6230000,64.56,USA.GA.Floyd County
Forsyth County,GA,212438,12340000,58.09,USA.GA.Forsyth County
Franklin County,GA,22311,900000,40.34,USA.GA.Franklin County
Fulton County,GA,1010562,122610000,121.33,USA.GA.Fulton County
Gilmer County,GA,29400,560000,19.05,USA.GA.Gilmer County
Glascock County,GA,3065,70000,22.84,USA.GA.Glascock County
Glynn County,GA,83579,5290000,63.29,USA.GA.Glynn County
Gordon County,GA,56574,3940000,69.64,USA.GA.Gordon County
Grady County,GA,25205,1210000,48.01,USA.GA.Grady County
Greene County,GA,16710,970000,58.05,USA.GA.Greene County
Gwinnett County,GA,895823,51200000,57.15,USA.GA.Gwinnett County
Habersham County,GA,43996,2860000,65.01,USA.GA.Habersham County
Hall County,GA,193535,5260000,27.18,USA.GA.Hall County
Hancock County,GA,8551,450000,52.63,USA.GA.Hancock County
Haralson County,GA,28854,1600000,55.45,USA.GA.Haralson County
Harris County,GA,33381,2160000,64.71,USA.GA.Harris County
Hart County,GA,25534,1070000,41.9,USA.GA.Hart County
Heard County,GA,11539,500000,43.33,USA.GA.Heard County
Henry County,GA,217739,24670000,113.3,USA.GA.Henry County
Houston County,GA,150033,15750000,104.98,USA.GA.Houston County
Irwin County,GA,9245,220000,23.8,USA.GA.Irwin County
Jackson County,GA,63360,3980000,62.82,USA.GA.Jackson County
Jasper County,GA,13635,520000,38.14,USA.GA.Jasper County
Jeff Davis County,GA,14920,560000,37.53,USA.GA.Jeff Davis County
Jefferson County,GA,16105,890000,55.26,USA.GA.Jefferson County
Jenkins County,GA,8957,280000,31.26,USA.GA.Jenkins County
Johnson County,GA,9656,190000,19.68,USA.GA.Johnson County
Jones County,GA,28494,1290000,45.27,USA.GA.Jones County
Lamar County,GA,18201,1360000,74.72,USA.GA.Lamar County
Lanier County,GA,10312,310000,30.06,USA.GA.Lanier County
Laurens County,GA,47731,1960000,41.06,USA.GA.Laurens County
Lee County,GA,29202,1380000,47.26,USA.GA.Lee County
Liberty County,GA,62467,3180000,50.91,USA.GA.Liberty County
Lincoln County,GA,7672,10000,1.3,USA.GA.Lincoln County
Long County,GA,17730,300000,16.92,USA.GA.Long County
Lowndes County,GA,112865,7200000,63.79,USA.GA.Lowndes County
Lumpkin County,GA,31408,690000,21.97,USA.GA.Lumpkin County
McDuffie County,GA,21540,1140000,52.92,USA.GA.McDuffie County
McIntosh County,GA,13969,940000,67.29,USA.GA.McIntosh County
Macon County,GA,13632,560000,41.08,USA.GA.Macon County
Madison County,GA,28441,350000,12.31,USA.GA.Madison County
Marion County,GA,8761,920000,105.01,USA.GA.Marion County
Meriwether County,GA,21190,740000,34.92,USA.GA.Meriwether County
Miller County,GA,5854,140000,23.92,USA.GA.Miller County
Mitchell County,GA,22574,990000,43.86,USA.GA.Mitchell County
Monroe County,GA,27103,1390000,51.29,USA.GA.Monroe County
Montgomery County,GA,8951,180000,20.11,USA.GA.Montgomery County
Morgan County,GA,18046,560000,31.03,USA.GA.Morgan County
Murray County,GA,39565,1890000,47.77,USA.GA.Murray County
Muscogee County,GA,200579,17030000,84.9,USA.GA.Muscogee County
Newton County,GA,105473,6350000,60.2,USA.GA.Newton County
Oconee County,GA,35965,1620000,45.04,USA.GA.Oconee County
Oglethorpe County,GA,14870,240000,16.14,USA.GA.Oglethorpe County
Paulding County,GA,152238,8070000,53.01,USA.GA.Paulding County
Peach County,GA,26720,1340000,50.15,USA.GA.Peach County
Pickens County,GA,30309,2370000,78.19,USA.GA.Pickens County
Pierce County,GA,19102,420000,21.99,USA.GA.Pierce County
Pike County,GA,17941,5110000,284.82,USA.GA.Pike County
Polk County,GA,41523,3260000,78.51,USA.GA.Polk County
Pulaski County,GA,11395,640000,56.16,USA.GA.Pulaski County
Putnam County,GA,21353,740000,34.66,USA.GA.Putnam County
Quitman County,GA,2302,170000,73.85,USA.GA.Quitman County
Rabun County,GA,16280,960000,58.96,USA.GA.Rabun County
Randolph County,GA,7193,600000,83.41,USA.GA.Randolph County
Richmond County,GA,201793,13240000,65.61,USA.GA.Richmond County
Rockdale County,GA,88856,5420000,61,USA.GA.Rockdale County
Schley County,GA,5167,330000,63.85,USA.GA.Schley County
Screven County,GA,14162,320000,22.6,USA.GA.Screven County
Seminole County,GA,8647,350000,40.48,USA.GA.Seminole County
Spalding County,GA,64051,3860000,60.26,USA.GA.Spalding County
Stephens County,GA,25586,1990000,77.78,USA.GA.Stephens County
Stewart County,GA,5851,620000,105.96,USA.GA.Stewart County
Sumter County,GA,30779,1500000,48.73,USA.GA.Sumter County
Talbot County,GA,6337,1660000,261.95,USA.GA.Talbot County
Taliaferro County,GA,1639,50000,30.51,USA.GA.Taliaferro County
Tattnall County,GA,25229,630000,24.97,USA.GA.Tattnall County
Taylor County,GA,8330,460000,55.22,USA.GA.Taylor County
Telfair County,GA,16400,620000,37.8,USA.GA.Telfair County
Terrell County,GA,9113,490000,53.77,USA.GA.Terrell County
Thomas County,GA,45063,2530000,56.14,USA.GA.Thomas County
Tift County,GA,40764,3210000,78.75,USA.GA.Tift County
Toombs County,GA,27241,1410000,51.76,USA.GA.Toombs County
Towns County,GA,11182,1120000,100.16,USA.GA.Towns County
Treutlen County,GA,6785,170000,25.06,USA.GA.Treutlen County
Troup County,GA,69763,3520000,50.46,USA.GA.Troup County
Turner County,GA,8214,500000,60.87,USA.GA.Turner County
Twiggs County,GA,8390,250000,29.8,USA.GA.Twiggs County
Union County,GA,22267,1070000,48.05,USA.GA.Union County
Upson County,GA,26368,1800000,68.26,USA.GA.Upson County
Walker County,GA,68066,4830000,70.96,USA.GA.Walker County
Walton County,GA,88399,4720000,53.39,USA.GA.Walton County
Ware County,GA,35370,1620000,45.8,USA.GA.Ware County
Warren County,GA,5460,220000,40.29,USA.GA.Warren County
Washington County,GA,20816,610000,29.3,USA.GA.Washington County
Wayne County,GA,29534,890000,30.13,USA.GA.Wayne County
Webster County,GA,2648,80000,30.21,USA.GA.Webster County
Wheeler County,GA,7903,120000,15.18,USA.GA.Wheeler County
White County,GA,28319,810000,28.6,USA.GA.White County
Whitfield County,GA,104216,8270000,79.35,USA.GA.Whitfield County
Wilcox County,GA,8857,350000,39.52,USA.GA.Wilcox County
Wilkes County,GA,9867,480000,48.65,USA.GA.Wilkes County
Wilkinson County,GA,9155,480000,52.43,USA.GA.Wilkinson County
Worth County,GA,20699,590000,28.5,USA.GA.Worth County
Hawaii County,HI,196428,20840000,106.09,USA.HI.Hawaii County
Honolulu County,HI,998714,143810000,144,USA.HI.Honolulu County
Kalawao County,HI,89,10000,112.36,USA.HI.Kalawao County
Kauai County,HI,71735,9790000,136.47,USA.HI.Kauai County
Maui County,HI,164637,23590000,143.28,USA.HI.Maui County
Adair County,IA,7228,290000,40.12,USA.IA.Adair County
Adams County,IA,3796,230000,60.59,USA.IA.Adams County
Allamakee County,IA,13886,480000,34.57,USA.IA.Allamakee County
Appanoose County,IA,12529,520000,41.5,USA.IA.Appanoose County
Audubon County,IA,5773,210000,36.38,USA.IA.Audubon County
Benton County,IA,25658,1100000,42.87,USA.IA.Benton County
Black Hawk County,IA,133455,8050000,60.32,USA.IA.Black Hawk County
Boone County,IA,26643,1590000,59.68,USA.IA.Boone County
Bremer County,IA,24721,1150000,46.52,USA.IA.Bremer County
Buchanan County,IA,21061,840000,39.88,USA.IA.Buchanan County
Buena Vista County,IA,20493,1080000,52.7,USA.IA.Buena Vista County
Butler County,IA,14915,600000,40.23,USA.IA.Butler County
Calhoun County,IA,9818,480000,48.89,USA.IA.Calhoun County
Carroll County,IA,20498,1270000,61.96,USA.IA.Carroll County
Cass County,IA,13427,650000,48.41,USA.IA.Cass County
Cedar County,IA,18340,730000,39.8,USA.IA.Cedar County
Cerro Gordo County,IA,43016,2480000,57.65,USA.IA.Cerro Gordo County
Cherokee County,IA,11574,630000,54.43,USA.IA.Cherokee County
Chickasaw County,IA,12097,470000,38.85,USA.IA.Chickasaw County
Clarke County,IA,9259,540000,58.32,USA.IA.Clarke County
Clay County,IA,16507,1040000,63,USA.IA.Clay County
Clayton County,IA,17644,640000,36.27,USA.IA.Clayton County
Clinton County,IA,47768,2600000,54.43,USA.IA.Clinton County
Crawford County,IA,17094,930000,54.41,USA.IA.Crawford County
Dallas County,IA,80133,4940000,61.65,USA.IA.Dallas County
Davis County,IA,8769,210000,23.95,USA.IA.Davis County
Decatur County,IA,8220,460000,55.96,USA.IA.Decatur County
Delaware County,IA,17403,600000,34.48,USA.IA.Delaware County
Des Moines County,IA,40055,2430000,60.67,USA.IA.Des Moines County
Dickinson County,IA,17111,840000,49.09,USA.IA.Dickinson County
Dubuque County,IA,97125,5260000,54.16,USA.IA.Dubuque County
Emmet County,IA,9769,500000,51.18,USA.IA.Emmet County
Fayette County,IA,20257,900000,44.43,USA.IA.Fayette County
Floyd County,IA,15960,700000,43.86,USA.IA.Floyd County
Franklin County,IA,10295,450000,43.71,USA.IA.Franklin County
Fremont County,IA,6906,270000,39.1,USA.IA.Fremont County
Greene County,IA,9027,420000,46.53,USA.IA.Greene County
Grundy County,IA,12435,550000,44.23,USA.IA.Grundy County
Guthrie County,IA,10675,440000,41.21,USA.IA.Guthrie County
Hamilton County,IA,15190,750000,49.37,USA.IA.Hamilton County
Hancock County,IA,10974,480000,43.74,USA.IA.Hancock County
Hardin County,IA,17367,840000,48.37,USA.IA.Hardin County
Harrison County,IA,14265,520000,36.45,USA.IA.Harrison County
Henry County,IA,19950,1130000,56.64,USA.IA.Henry County
Howard County,IA,9410,370000,39.32,USA.IA.Howard County
Humboldt County,IA,9555,450000,47.1,USA.IA.Humboldt County
Ida County,IA,7028,310000,44.11,USA.IA.Ida County
Iowa County,IA,16401,750000,45.73,USA.IA.Iowa County
Jackson County,IA,19444,750000,38.57,USA.IA.Jackson County
Jasper County,IA,36827,1610000,43.72,USA.IA.Jasper County
Jefferson County,IA,17555,830000,47.28,USA.IA.Jefferson County
Johnson County,IA,144251,8500000,58.93,USA.IA.Johnson County
Jones County,IA,20465,840000,41.04,USA.IA.Jones County
Keokuk County,IA,10163,440000,43.29,USA.IA.Keokuk County
Kossuth County,IA,15165,650000,42.86,USA.IA.Kossuth County
Lee County,IA,35089,2069999,58.99,USA.IA.Lee County
Linn County,IA,219916,13170000,59.89,USA.IA.Linn County
Louisa County,IA,11185,440000,39.34,USA.IA.Louisa County
Lucas County,IA,8682,340000,39.16,USA.IA.Lucas County
Lyon County,IA,11745,730000,62.15,USA.IA.Lyon County
Madison County,IA,15753,820000,52.05,USA.IA.Madison County
Mahaska County,IA,22324,1200000,53.75,USA.IA.Mahaska County
Marion County,IA,33294,1760000,52.86,USA.IA.Marion County
Marshall County,IA,40746,2190000,53.75,USA.IA.Marshall County
Mills County,IA,14844,530000,35.7,USA.IA.Mills County
Mitchell County,IA,10832,400000,36.93,USA.IA.Mitchell County
Monona County,IA,8979,390000,43.43,USA.IA.Monona County
Monroe County,IA,7973,290000,36.37,USA.IA.Monroe County
Montgomery County,IA,10234,500000,48.86,USA.IA.Montgomery County
Muscatine County,IA,43011,2280000,53.01,USA.IA.Muscatine County
O'Brien County,IA,13984,700000,50.06,USA.IA.O'Brien County
Osceola County,IA,6154,250000,40.62,USA.IA.Osceola County
Page County,IA,15527,790000,50.88,USA.IA.Page County
Palo Alto County,IA,9133,430000,47.08,USA.IA.Palo Alto County
Plymouth County,IA,24800,1080000,43.55,USA.IA.Plymouth County
Pocahontas County,IA,7007,310000,44.24,USA.IA.Pocahontas County
Polk County,IA,467711,29160000,62.35,USA.IA.Polk County
Pottawattamie County,IA,93671,5240000,55.94,USA.IA.Pottawattamie County
Poweshiek County,IA,18550,930000,50.13,USA.IA.Poweshiek County
Ringgold County,IA,5068,180000,35.52,USA.IA.Ringgold County
Sac County,IA,10021,560000,55.88,USA.IA.Sac County
Scott County,IA,172125,10280000,59.72,USA.IA.Scott County
Shelby County,IA,11927,520000,43.6,USA.IA.Shelby County
Sioux County,IA,34937,2020000,57.82,USA.IA.Sioux County
Story County,IA,96021,5710000,59.47,USA.IA.Story County
Tama County,IA,17337,690000,39.8,USA.IA.Tama County
Taylor County,IA,6205,260000,41.9,USA.IA.Taylor County
Union County,IA,12469,610000,48.92,USA.IA.Union County
Van Buren County,IA,7343,220000,29.96,USA.IA.Van Buren County
Wapello County,IA,35173,1790000,50.89,USA.IA.Wapello County
Warren County,IA,48626,3020000,62.11,USA.IA.Warren County
Washington County,IA,22247,1280000,57.54,USA.IA.Washington County
Wayne County,IA,6385,300000,46.99,USA.IA.Wayne County
Webster County,IA,37071,2110000,56.92,USA.IA.Webster County
Winnebago County,IA,10609,500000,47.13,USA.IA.Winnebago County
Winneshiek County,IA,20709,770000,37.18,USA.IA.Winneshiek County
Woodbury County,IA,102782,6130000,59.64,USA.IA.Woodbury County
Worth County,IA,7569,350000,46.24,USA.IA.Worth County
Wright County,IA,12773,650000,50.89,USA.IA.Wright County
Ada County,ID,434211,63500000,146.24,USA.ID.Ada County
Adams County,ID,3843,480000,124.9,USA.ID.Adams County
Bannock County,ID,83744,14500000,173.15,USA.ID.Bannock County
Bear Lake County,ID,5922,270000,45.59,USA.ID.Bear Lake County
Benewah County,ID,9052,480000,53.03,USA.ID.Benewah County
Bingham County,ID,44990,1790000,39.79,USA.ID.Bingham County
Blaine County,ID,21592,4620000,213.97,USA.ID.Blaine County
Boise County,ID,7058,450000,63.76,USA.ID.Boise County
Bonner County,ID,41858,1540000,36.79,USA.ID.Bonner County
Bonneville County,ID,110089,32860000,298.49,USA.ID.Bonneville County
Boundary County,ID,11318,350000,30.92,USA.ID.Boundary County
Butte County,ID,2501,1280000,511.8,USA.ID.Butte County
Camas County,ID,1065,140000,131.33,USA.ID.Camas County
Canyon County,ID,207477,14530000,70.03,USA.ID.Canyon County
Caribou County,ID,6770,1210000,178.73,USA.ID.Caribou County
Cassia County,ID,23506,3420000,145.49,USA.ID.Cassia County
Clark County,ID,880,140000,159.09,USA.ID.Clark County
Clearwater County,ID,8496,700000,82.39,USA.ID.Clearwater County
Custer County,ID,4086,600000,146.81,USA.ID.Custer County
Elmore County,ID,25875,3890000,150.33,USA.ID.Elmore County
Franklin County,ID,13074,2900000,221.81,USA.ID.Franklin County
Fremont County,ID,12819,830000,64.75,USA.ID.Fremont County
Gem County,ID,16852,460000,27.3,USA.ID.Gem County
Gooding County,ID,15284,3230000,211.33,USA.ID.Gooding County
Idaho County,ID,16272,840000,51.62,USA.ID.Idaho County
Jefferson County,ID,27156,930000,34.25,USA.ID.Jefferson County
Jerome County,ID,22814,3420000,149.91,USA.ID.Jerome County
Kootenai County,ID,150346,29700000,197.54,USA.ID.Kootenai County
Latah County,ID,38778,3820000,98.51,USA.ID.Latah County
Lemhi County,ID,7735,1470000,190.05,USA.ID.Lemhi County
Lewis County,ID,3788,500000,131.96,USA.ID.Lewis County
Lincoln County,ID,5297,390000,73.63,USA.ID.Lincoln County
Madison County,ID,38273,3050000,79.69,USA.ID.Madison County
Minidoka County,ID,20461,2530000,123.65,USA.ID.Minidoka County
Nez Perce County,ID,40048,8760000,218.74,USA.ID.Nez Perce County
Oneida County,ID,4281,560000,130.81,USA.ID.Oneida County
Owyhee County,ID,11310,650000,57.47,USA.ID.Owyhee County
Payette County,ID,22896,1700000,74.25,USA.ID.Payette County
Power County,ID,7648,1930000,252.35,USA.ID.Power County
Shoshone County,ID,12432,2100000,168.92,USA.ID.Shoshone County
Teton County,ID,10564,660000,62.48,USA.ID.Teton County
Twin Falls County,ID,82375,14910000,181,USA.ID.Twin Falls County
Valley County,ID,10103,1310000,129.66,USA.ID.Valley County
Washington County,ID,9984,720000,72.12,USA.ID.Washington County
Adams County,IL,67013,5100000,76.1,USA.IL.Adams County
Alexander County,IL,6780,490000,72.27,USA.IL.Alexander County
Bond County,IL,16950,1270000,74.93,USA.IL.Bond County
Boone County,IL,53585,3310000,61.77,USA.IL.Boone County
Brown County,IL,6829,320000,46.86,USA.IL.Brown County
Bureau County,IL,33586,2040000,60.74,USA.IL.Bureau County
Calhoun County,IL,4899,370000,75.53,USA.IL.Calhoun County
Carroll County,IL,14616,700000,47.89,USA.IL.Carroll County
Cass County,IL,12847,810000,63.05,USA.IL.Cass County
Champaign County,IL,208861,15180000,72.68,USA.IL.Champaign County
Christian County,IL,33641,2430000,72.23,USA.IL.Christian County
Clark County,IL,15979,1250000,78.23,USA.IL.Clark County
Clay County,IL,13427,800000,59.58,USA.IL.Clay County
Clinton County,IL,37786,2800000,74.1,USA.IL.Clinton County
Coles County,IL,52521,3940000,75.02,USA.IL.Coles County
Cook County,IL,5238215,418640000,79.92,USA.IL.Cook County
Crawford County,IL,19414,1280000,65.93,USA.IL.Crawford County
Cumberland County,IL,10898,370000,33.95,USA.IL.Cumberland County
DeKalb County,IL,104352,7750000,74.27,USA.IL.DeKalb County
De Witt County,IL,16247,880000,54.16,USA.IL.De Witt County
Douglas County,IL,19823,1220000,61.54,USA.IL.Douglas County
DuPage County,IL,933736,68890000,73.78,USA.IL.DuPage County
Edgar County,IL,17664,920000,52.08,USA.IL.Edgar County
Edwards County,IL,6534,490000,74.99,USA.IL.Edwards County
Effingham County,IL,34371,1850000,53.82,USA.IL.Effingham County
Fayette County,IL,22043,1430000,64.87,USA.IL.Fayette County
Ford County,IL,13735,830000,60.43,USA.IL.Ford County
Franklin County,IL,39485,3030000,76.74,USA.IL.Franklin County
Fulton County,IL,35699,2240000,62.75,USA.IL.Fulton County
Gallatin County,IL,5265,380000,72.17,USA.IL.Gallatin County
Greene County,IL,13241,910000,68.73,USA.IL.Greene County
Grundy County,IL,50541,3180000,62.92,USA.IL.Grundy County
Hamilton County,IL,8200,650000,79.27,USA.IL.Hamilton County
Hancock County,IL,18543,1000000,53.93,USA.IL.Hancock County
Hardin County,IL,4135,330000,79.81,USA.IL.Hardin County
Henderson County,IL,6995,520000,74.34,USA.IL.Henderson County
Henry County,IL,49489,3070000,62.03,USA.IL.Henry County
Iroquois County,IL,28671,1590000,55.45,USA.IL.Iroquois County
Jackson County,IL,59361,4340000,73.11,USA.IL.Jackson County
Jasper County,IL,9607,580000,60.37,USA.IL.Jasper County
Jefferson County,IL,38353,2680000,69.88,USA.IL.Jefferson County
Jersey County,IL,22372,1690000,75.54,USA.IL.Jersey County
Jo Daviess County,IL,22086,1180000,53.43,USA.IL.Jo Daviess County
Johnson County,IL,12762,630000,49.37,USA.IL.Johnson County
Kane County,IL,530847,38110000,71.79,USA.IL.Kane County
Kankakee County,IL,110878,7110000,64.12,USA.IL.Kankakee County
Kendall County,IL,123355,8010000,64.93,USA.IL.Kendall County
Knox County,IL,51441,3630000,70.57,USA.IL.Knox County
Lake County,IL,703910,49360000,70.12,USA.IL.Lake County
LaSalle County,IL,111333,7410000,66.56,USA.IL.LaSalle County
Lawrence County,IL,16491,910000,55.18,USA.IL.Lawrence County
Lee County,IL,34584,2160000,62.46,USA.IL.Lee County
Livingston County,IL,36671,2089999,56.99,USA.IL.Livingston County
Logan County,IL,29494,1690000,57.3,USA.IL.Logan County
