,county,gal_per_capita,groundwater_per_day,state,value,id
23001,Androscoggin County,32.17,3450000,ME,107232,USA.ME.Androscoggin County
23003,Aroostook County,16.9,1160000,ME,68628,USA.ME.Aroostook County
23005,Cumberland County,38.8,11250000,ME,289977,USA.ME.Cumberland County
23007,Franklin County,22.67,680000,ME,29991,USA.ME.Franklin County
23009,Hancock County,12.62,690000,ME,54659,USA.ME.Hancock County
23011,Kennebec County,22.75,2730000,ME,119980,USA.ME.Kennebec County
23013,Knox County,21.33,850000,ME,39855,USA.ME.Knox County
23015,Lincoln County,12.07,410000,ME,33969,USA.ME.Lincoln County
23017,Oxford County,17.83,1020000,ME,57202,USA.ME.Oxford County
23019,Penobscot County,22.86,3490000,ME,152692,USA.ME.Penobscot County
23021,Piscataquis County,17.72,300000,ME,16930,USA.ME.Piscataquis County
23023,Sagadahoc County,17.07,600000,ME,35149,USA.ME.Sagadahoc County
23025,Somerset County,14.28,730000,ME,51113,USA.ME.Somerset County
23027,Waldo County,9.45,370000,ME,39155,USA.ME.Waldo County
23029,Washington County,18.34,580000,ME,31625,USA.ME.Washington County
23031,York County,35.79,7200000,ME,201169,USA.ME.York County
24001,Allegany County,72.52,5260000,MD,72528,USA.MD.Allegany County
24003,Anne Arundel County,53.33,30090000,MD,564195,USA.MD.Anne Arundel County
24005,Baltimore County,44.75,37190000,MD,831128,USA.MD.Baltimore County
24009,Calvert County,20.97,1900000,MD,90595,USA.MD.Calvert County
24011,Caroline County,19.03,620000,MD,32579,USA.MD.Caroline County
24013,Carroll County,32.39,5430000,MD,167627,USA.MD.Carroll County
24015,Cecil County,27.54,2820000,MD,102382,USA.MD.Cecil County
24017,Charles County,40.29,6290000,MD,156118,USA.MD.Charles County
24019,Dorchester County,44.78,1450000,MD,32384,USA.MD.Dorchester County
24021,Frederick County,35.02,8590000,MD,245322,USA.MD.Frederick County
24023,Garrett County,39.71,1170000,MD,29460,USA.MD.Garrett County
24025,Harford County,50.5,12640000,MD,250290,USA.MD.Harford County
24027,Howard County,61.2,19180000,MD,313414,USA.MD.Howard County
24029,Kent County,31.84,630000,MD,19787,USA.MD.Kent County
24031,Montgomery County,40.56,42190000,MD,1040116,USA.MD.Montgomery County
24033,Prince George's County,93.55,85090000,MD,909535,USA.MD.Prince George's County
24035,Queen Anne's County,24.54,1200000,MD,48904,USA.MD.Queen Anne's County
24037,St Mary's County,29.8,3320000,MD,111413,USA.MD.St Mary's County
24039,Somerset County,21.73,560000,MD,25768,USA.MD.Somerset County
24041,Talbot County,34.66,1300000,MD,37512,USA.MD.Talbot County
24043,Washington County,49.07,7340000,MD,149585,USA.MD.Washington County
24045,Wicomico County,31.36,3210000,MD,102370,USA.MD.Wicomico County
24047,Worcester County,92.55,4770000,MD,51540,USA.MD.Worcester County
24510,Baltimore City,59.93,37270000,MD,621849,USA.MD.Baltimore City
25001,Barnstable County,69.75,14950000,MA,214333,USA.MA.Barnstable County
25003,Berkshire County,46.47,5940000,MA,127827,USA.MA.Berkshire County
25005,Bristol County,52.45,29200000,MA,556771,USA.MA.Bristol County
25007,Dukes County,47.4,820000,MA,17299,USA.MA.Dukes County
25009,Essex County,54.02,41920000,MA,776043,USA.MA.Essex County
25011,Franklin County,32.29,2280000,MA,70601,USA.MA.Franklin County
25013,Hampden County,54.32,25570000,MA,470690,USA.MA.Hampden County
25015,Hampshire County,44.39,7160000,MA,161292,USA.MA.Hampshire County
25017,Middlesex County,53.74,85180000,MA,1585139,USA.MA.Middlesex County
25019,Nantucket County,72.31,790000,MA,10925,USA.MA.Nantucket County
25021,Norfolk County,55.33,38510000,MA,696023,USA.MA.Norfolk County
25023,Plymouth County,52.43,26760000,MA,510393,USA.MA.Plymouth County
25025,Suffolk County,42,32680000,MA,778121,USA.MA.Suffolk County
25027,Worcester County,42.64,34920000,MA,818963,USA.MA.Worcester County
26001,Alcona County,3.87,40000,MI,10349,USA.MI.Alcona County
26003,Alger County,28.78,270000,MI,9383,USA.MI.Alger County
26005,Allegan County,17.45,2000000,MI,114625,USA.MI.Allegan County
26007,Alpena County,30.21,870000,MI,28803,USA.MI.Alpena County
26009,Antrim County,25.48,590000,MI,23154,USA.MI.Antrim County
26011,Arenac County,32.76,500000,MI,15261,USA.MI.Arenac County
26013,Baraga County,38.48,330000,MI,8575,USA.MI.Baraga County
26015,Barry County,15,890000,MI,59313,USA.MI.Barry County
26017,Bay County,58.02,6130000,MI,105658,USA.MI.Bay County
26019,Benzie County,13.75,240000,MI,17457,USA.MI.Benzie County
26021,Berrien County,40.09,6200000,MI,154636,USA.MI.Berrien County
26023,Branch County,27.71,1210000,MI,43663,USA.MI.Branch County
26025,Calhoun County,34.92,4690000,MI,134314,USA.MI.Calhoun County
26027,Cass County,17.04,880000,MI,51657,USA.MI.Cass County
26029,Charlevoix County,41.16,1080000,MI,26238,USA.MI.Charlevoix County
26031,Cheboygan County,14.94,380000,MI,25427,USA.MI.Cheboygan County
26033,Chippewa County,38.12,1450000,MI,38033,USA.MI.Chippewa County
26035,Clare County,10.8,330000,MI,30553,USA.MI.Clare County
26037,Clinton County,11.24,870000,MI,77390,USA.MI.Clinton County
26039,Crawford County,8.7,120000,MI,13800,USA.MI.Crawford County
26041,Delta County,32.16,1170000,MI,36376,USA.MI.Delta County
26043,Dickinson County,50.41,1300000,MI,25788,USA.MI.Dickinson County
26045,Eaton County,27.3,2970000,MI,108801,USA.MI.Eaton County
26047,Emmet County,36.19,1200000,MI,33161,USA.MI.Emmet County
26049,Genesee County,44.35,18220000,MI,410849,USA.MI.Genesee County
26051,Gladwin County,11.13,280000,MI,25164,USA.MI.Gladwin County
26053,Gogebic County,52.49,810000,MI,15431,USA.MI.Gogebic County
26055,Grand Traverse County,30.88,2830000,MI,91636,USA.MI.Grand Traverse County
26057,Gratiot County,34.91,1450000,MI,41540,USA.MI.Gratiot County
26059,Hillsdale County,19.59,900000,MI,45941,USA.MI.Hillsdale County
26061,Houghton County,49.75,1810000,MI,36380,USA.MI.Houghton County
26063,Huron County,29.48,940000,MI,31883,USA.MI.Huron County
26065,Ingham County,62.57,17900000,MI,286085,USA.MI.Ingham County
26067,Ionia County,26.78,1720000,MI,64223,USA.MI.Ionia County
26069,Iosco County,35.9,910000,MI,25345,USA.MI.Iosco County
26071,Iron County,62.57,710000,MI,11347,USA.MI.Iron County
26073,Isabella County,36.21,2560000,MI,70698,USA.MI.Isabella County
26075,Jackson County,34.05,5430000,MI,159494,USA.MI.Jackson County
26077,Kalamazoo County,48.3,12570000,MI,260262,USA.MI.Kalamazoo County
26079,Kalkaska County,6.95,120000,MI,17260,USA.MI.Kalkaska County
26081,Kent County,49.94,31780000,MI,636369,USA.MI.Kent County
26083,Keweenaw County,13.84,30000,MI,2168,USA.MI.Keweenaw County
26085,Lake County,7,80000,MI,11424,USA.MI.Lake County
26087,Lapeer County,14.03,1240000,MI,88372,USA.MI.Lapeer County
26089,Leelanau County,15.01,330000,MI,21980,USA.MI.Leelanau County
26091,Lenawee County,30.54,3010000,MI,98573,USA.MI.Lenawee County
26093,Livingston County,17.03,3190000,MI,187315,USA.MI.Livingston County
26095,Luce County,32.74,210000,MI,6415,USA.MI.Luce County
26097,Mackinac County,21.12,230000,MI,10890,USA.MI.Mackinac County
26099,Macomb County,64.27,55580000,MI,864840,USA.MI.Macomb County
26101,Manistee County,27.39,670000,MI,24461,USA.MI.Manistee County
26103,Marquette County,43.29,2910000,MI,67215,USA.MI.Marquette County
26105,Mason County,28.14,810000,MI,28783,USA.MI.Mason County
26107,Mecosta County,17.41,750000,MI,43067,USA.MI.Mecosta County
26109,Menominee County,26.75,630000,MI,23548,USA.MI.Menominee County
26111,Midland County,60.38,5050000,MI,83632,USA.MI.Midland County
26113,Missaukee County,7.38,110000,MI,14902,USA.MI.Missaukee County
26115,Monroe County,65.72,9830000,MI,149567,USA.MI.Monroe County
26117,Montcalm County,19.54,1230000,MI,62945,USA.MI.Montcalm County
26119,Montmorency County,7.56,70000,MI,9259,USA.MI.Montmorency County
26121,Muskegon County,37.33,6450000,MI,172790,USA.MI.Muskegon County
26123,Newaygo County,15.02,720000,MI,47948,USA.MI.Newaygo County
26125,Oakland County,50.11,62250000,MI,1242303,USA.MI.Oakland County
26127,Oceana County,11.88,310000,MI,26105,USA.MI.Oceana County
26129,Ogemaw County,8.12,170000,MI,20936,USA.MI.Ogemaw County
26131,Ontonagon County,38.29,230000,MI,6007,USA.MI.Ontonagon County
26133,Osceola County,13.44,310000,MI,23058,USA.MI.Osceola County
26135,Oscoda County,6.06,50000,MI,8251,USA.MI.Oscoda County
26137,Otsego County,11.54,280000,MI,24253,USA.MI.Otsego County
26139,Ottawa County,45.69,12790000,MI,279955,USA.MI.Ottawa County
26141,Presque Isle County,24.14,310000,MI,12841,USA.MI.Presque Isle County
26143,Roscommon County,6.28,150000,MI,23898,USA.MI.Roscommon County
26145,Saginaw County,54.84,10600000,MI,193307,USA.MI.Saginaw County
26147,St Clair County,49.85,7970000,MI,159875,USA.MI.St Clair County
26149,St Joseph County,30.97,1890000,MI,61018,USA.MI.St Joseph County
26151,Sanilac County,31.34,1300000,MI,41475,USA.MI.Sanilac County
26153,Schoolcraft County,35.48,290000,MI,8173,USA.MI.Schoolcraft County
26155,Shiawassee County,26.96,1850000,MI,68619,USA.MI.Shiawassee County
26157,Tuscola County,17.11,920000,MI,53777,USA.MI.Tuscola County
26159,Van Buren County,20.11,1510000,MI,75077,USA.MI.Van Buren County
26161,Washtenaw County,53.58,19230000,MI,358880,USA.MI.Washtenaw County
26163,Wayne County,72.48,127520000,MI,1759335,USA.MI.Wayne County
26165,Wexford County,24.54,810000,MI,33003,USA.MI.Wexford County
27001,Aitkin County,5.73,90000,MN,15702,USA.MN.Aitkin County
27003,Anoka County,47.07,16200000,MN,344151,USA.MN.Anoka County
27005,Becker County,20.07,670000,MN,33385,USA.MN.Becker County
27007,Beltrami County,13.58,620000,MN,45672,USA.MN.Beltrami County
27009,Benton County,30.72,1220000,MN,39710,USA.MN.Benton County
27011,Big Stone County,33.73,170000,MN,5040,USA.MN.Big Stone County
27013,Blue Earth County,38.46,2530000,MN,65786,USA.MN.Blue Earth County
27015,Brown County,43.85,1110000,MN,25313,USA.MN.Brown County
27017,Carlton County,16.03,570000,MN,35569,USA.MN.Carlton County
27019,Carver County,51.75,5110000,MN,98741,USA.MN.Carver County
27021,Cass County,9.06,260000,MN,28706,USA.MN.Cass County
27023,Chippewa County,34.68,420000,MN,12109,USA.MN.Chippewa County
27025,Chisago County,21.37,1160000,MN,54293,USA.MN.Chisago County
27027,Clay County,38.35,2390000,MN,62324,USA.MN.Clay County
27029,Clearwater County,10.22,90000,MN,8802,USA.MN.Clearwater County
27031,Cook County,7.7,40000,MN,5194,USA.MN.Cook County
27033,Cottonwood County,59.75,690000,MN,11549,USA.MN.Cottonwood County
27035,Crow Wing County,16.71,1060000,MN,63428,USA.MN.Crow Wing County
27037,Dakota County,64.82,26880000,MN,414686,USA.MN.Dakota County
27039,Dodge County,27.01,550000,MN,20364,USA.MN.Dodge County
27041,Douglas County,14.3,530000,MN,37075,USA.MN.Douglas County
27043,Faribault County,39.15,550000,MN,14050,USA.MN.Faribault County
27045,Fillmore County,24,500000,MN,20834,USA.MN.Fillmore County
27047,Freeborn County,32.67,1000000,MN,30613,USA.MN.Freeborn County
27049,Goodhue County,30.8,1430000,MN,46435,USA.MN.Goodhue County
27051,Grant County,32.19,190000,MN,5903,USA.MN.Grant County
27053,Hennepin County,56.53,69140000,MN,1223149,USA.MN.Hennepin County
27055,Houston County,25.57,480000,MN,18773,USA.MN.Houston County
27057,Hubbard County,7.26,150000,MN,20655,USA.MN.Hubbard County
27059,Isanti County,19.78,760000,MN,38429,USA.MN.Isanti County
27061,Itasca County,19.37,880000,MN,45435,USA.MN.Itasca County
27063,Jackson County,58.54,590000,MN,10079,USA.MN.Jackson County
27065,Kanabec County,10.73,170000,MN,15837,USA.MN.Kanabec County
27067,Kandiyohi County,28.44,1210000,MN,42542,USA.MN.Kandiyohi County
27069,Kittson County,40.69,180000,MN,4423,USA.MN.Kittson County
27071,Koochiching County,23.36,300000,MN,12841,USA.MN.Koochiching County
27073,Lac qui Parle County,24.8,170000,MN,6856,USA.MN.Lac qui Parle County
27075,Lake County,30.1,320000,MN,10630,USA.MN.Lake County
27077,Lake of the Woods County,10.2,40000,MN,3923,USA.MN.Lake of the Woods County
27079,Le Sueur County,26.39,730000,MN,27663,USA.MN.Le Sueur County
27081,Lincoln County,45.05,260000,MN,5771,USA.MN.Lincoln County
27083,Lyon County,44.4,1140000,MN,25673,USA.MN.Lyon County
27085,McLeod County,37.85,1360000,MN,35931,USA.MN.McLeod County
27087,Mahnomen County,18.33,100000,MN,5457,USA.MN.Mahnomen County
27089,Marshall County,32.9,310000,MN,9423,USA.MN.Marshall County
27091,Martin County,37.46,750000,MN,20022,USA.MN.Martin County
27093,Meeker County,21.64,500000,MN,23101,USA.MN.Meeker County
27095,Mille Lacs County,15.12,390000,MN,25788,USA.MN.Mille Lacs County
27097,Morrison County,18.92,620000,MN,32775,USA.MN.Morrison County
27099,Mower County,42.44,1660000,MN,39116,USA.MN.Mower County
27101,Murray County,36.85,310000,MN,8413,USA.MN.Murray County
27103,Nicollet County,38.68,1290000,MN,33347,USA.MN.Nicollet County
27105,Nobles County,41.8,910000,MN,21770,USA.MN.Nobles County
27107,Norman County,26.95,180000,MN,6678,USA.MN.Norman County
27109,Olmsted County,39.75,6020000,MN,151436,USA.MN.Olmsted County
27111,Otter Tail County,21.14,1220000,MN,57716,USA.MN.Otter Tail County
27113,Pennington County,28.13,400000,MN,14219,USA.MN.Pennington County
27115,Pine County,8.94,260000,MN,29069,USA.MN.Pine County
27117,Pipestone County,53.93,500000,MN,9271,USA.MN.Pipestone County
27119,Polk County,32.35,1020000,MN,31533,USA.MN.Polk County
27121,Pope County,9.06,100000,MN,11040,USA.MN.Pope County
27123,Ramsey County,39.77,21400000,MN,538133,USA.MN.Ramsey County
27125,Red Lake County,24.66,100000,MN,4054,USA.MN.Red Lake County
27127,Redwood County,30.38,470000,MN,15470,USA.MN.Redwood County
27129,Renville County,40.29,600000,MN,14892,USA.MN.Renville County
27131,Rice County,34.1,2230000,MN,65400,USA.MN.Rice County
27133,Rock County,42.71,410000,MN,9600,USA.MN.Rock County
27135,Roseau County,17.76,280000,MN,15770,USA.MN.Roseau County
27137,St Louis County,33.28,6670000,MN,200430,USA.MN.St Louis County
27139,Scott County,47.16,6680000,MN,141660,USA.MN.Scott County
27141,Sherburne County,28.57,2620000,MN,91705,USA.MN.Sherburne County
27143,Sibley County,30.25,450000,MN,14875,USA.MN.Sibley County
27145,Stearns County,43.7,6760000,MN,154708,USA.MN.Stearns County
27147,Steele County,46.8,1720000,MN,36755,USA.MN.Steele County
27149,Stevens County,37.77,370000,MN,9796,USA.MN.Stevens County
27151,Swift County,59.96,560000,MN,9340,USA.MN.Swift County
27153,Todd County,16.08,390000,MN,24256,USA.MN.Todd County
27155,Traverse County,44.1,150000,MN,3401,USA.MN.Traverse County
27157,Wabasha County,32.96,700000,MN,21239,USA.MN.Wabasha County
27159,Wadena County,38.2,530000,MN,13875,USA.MN.Wadena County
27161,Waseca County,29.49,560000,MN,18989,USA.MN.Waseca County
27163,Washington County,55.53,13970000,MN,251597,USA.MN.Washington County
27165,Watonwan County,27.39,300000,MN,10952,USA.MN.Watonwan County
27167,Wilkin County,25.02,160000,MN,6396,USA.MN.Wilkin County
27169,Winona County,32.62,1660000,MN,50885,USA.MN.Winona County
27171,Wright County,41.81,5490000,MN,131311,USA.MN.Wright County
27173,Yellow Medicine County,48.61,480000,MN,9875,USA.MN.Yellow Medicine County
28001,Adams County,96.63,3020000,MS,31254,USA.MS.Adams County
28003,Alcorn County,78.37,2930000,MS,37388,USA.MS.Alcorn County
28005,Amite County,58.06,730000,MS,12574,USA.MS.Amite County
28007,Attala County,87.17,1660000,MS,19043,USA.MS.Attala County
28009,Benton County,42.78,350000,MS,8182,USA.MS.Benton County
28011,Bolivar County,87.33,2910000,MS,33321,USA.MS.Bolivar County
28013,Calhoun County,97.85,1440000,MS,14717,USA.MS.Calhoun County
28015,Carroll County,96.65,990000,MS,10243,USA.MS.Carroll County
28017,Chickasaw County,98.11,1700000,MS,17328,USA.MS.Chickasaw County
28019,Choctaw County,97.6,810000,MS,8299,USA.MS.Choctaw County
28021,Claiborne County,98.36,900000,MS,9150,USA.MS.Claiborne County
28023,Clarke County,81.84,1310000,MS,16006,USA.MS.Clarke County
28025,Clay County,98.26,1970000,MS,20048,USA.MS.Clay County
28027,Coahoma County,96.26,2370000,MS,24620,USA.MS.Coahoma County
28029,Copiah County,84.11,2420000,MS,28773,USA.MS.Copiah County
28031,Covington County,60.89,1190000,MS,19543,USA.MS.Covington County
28033,DeSoto County,90.7,15720000,MS,173322,USA.MS.DeSoto County
28035,Forrest County,93.62,7110000,MS,75944,USA.MS.Forrest County
28037,Franklin County,74.91,580000,MS,7742,USA.MS.Franklin County
28039,George County,51.34,1200000,MS,23373,USA.MS.George County
28041,Greene County,67.3,910000,MS,13522,USA.MS.Greene County
28043,Grenada County,97.78,2110000,MS,21578,USA.MS.Grenada County
28045,Hancock County,61.83,2870000,MS,46420,USA.MS.Hancock County
28047,Harrison County,81.87,16489999,MS,201410,USA.MS.Harrison County
28049,Hinds County,92.02,22350000,MS,242891,USA.MS.Hinds County
28051,Holmes County,98.15,1800000,MS,18340,USA.MS.Holmes County
28053,Humphreys County,96.9,840000,MS,8669,USA.MS.Humphreys County
28055,Issaquena County,97.23,130000,MS,1337,USA.MS.Issaquena County
28057,Itawamba County,77.51,1830000,MS,23609,USA.MS.Itawamba County
28059,Jackson County,59.32,8390000,MS,141425,USA.MS.Jackson County
28061,Jasper County,98.38,1630000,MS,16569,USA.MS.Jasper County
28063,Jefferson County,97.24,730000,MS,7507,USA.MS.Jefferson County
28065,Jefferson Davis County,92.58,1080000,MS,11665,USA.MS.Jefferson Davis County
28067,Jones County,92.36,6300000,MS,68215,USA.MS.Jones County
28069,Kemper County,97.3,970000,MS,9969,USA.MS.Kemper County
28071,Lafayette County,76.38,4059999,MS,53154,USA.MS.Lafayette County
28073,Lamar County,82.32,4990000,MS,60618,USA.MS.Lamar County
28075,Lauderdale County,91.44,7180000,MS,78524,USA.MS.Lauderdale County
28077,Lawrence County,90.32,1140000,MS,12622,USA.MS.Lawrence County
28079,Leake County,81.27,1850000,MS,22763,USA.MS.Leake County
28081,Lee County,88.63,7560000,MS,85300,USA.MS.Lee County
28083,Leflore County,88.71,2750000,MS,30999,USA.MS.Leflore County
28085,Lincoln County,48.77,1690000,MS,34649,USA.MS.Lincoln County
28087,Lowndes County,72.85,4350000,MS,59710,USA.MS.Lowndes County
28089,Madison County,99.26,10270000,MS,103465,USA.MS.Madison County
28091,Marion County,85.67,2190000,MS,25563,USA.MS.Marion County
28093,Marshall County,35.36,1270000,MS,35916,USA.MS.Marshall County
28095,Monroe County,97.69,3500000,MS,35827,USA.MS.Monroe County
28097,Montgomery County,99.49,1010000,MS,10152,USA.MS.Montgomery County
28099,Neshoba County,78.74,2320000,MS,29463,USA.MS.Neshoba County
28101,Newton County,86.45,1880000,MS,21747,USA.MS.Newton County
28103,Noxubee County,90.56,1000000,MS,11043,USA.MS.Noxubee County
28105,Oktibbeha County,83.13,4139999,MS,49800,USA.MS.Oktibbeha County
28107,Panola County,79.9,2730000,MS,34167,USA.MS.Panola County
28109,Pearl River County,66.68,3680000,MS,55191,USA.MS.Pearl River County
28111,Perry County,78.19,960000,MS,12277,USA.MS.Perry County
28113,Pike County,78.59,3140000,MS,39955,USA.MS.Pike County
28115,Pontotoc County,89.62,2770000,MS,30908,USA.MS.Pontotoc County
28117,Prentiss County,98.2,2500000,MS,25459,USA.MS.Prentiss County
28119,Quitman County,97.52,730000,MS,7486,USA.MS.Quitman County
28121,Rankin County,92.66,13810000,MS,149039,USA.MS.Rankin County
28123,Scott County,98.71,2790000,MS,28265,USA.MS.Scott County
28125,Sharkey County,93.78,430000,MS,4585,USA.MS.Sharkey County
28127,Simpson County,98.45,2680000,MS,27221,USA.MS.Simpson County
28129,Smith County,64.14,1030000,MS,16059,USA.MS.Smith County
28131,Stone County,50.91,920000,MS,18070,USA.MS.Stone County
